,Date,Type,B_Zero,B_Low,B_Medium,B_High
197,2022-12-26,Commercial,62.0,217.0,152.0,246.0
198,2022-12-26,Duplex,139.0,519.0,478.0,891.0
199,2022-12-26,Empty Lot,2522.0,3916.0,492.0,426.0
200,2022-12-26,Mixed-Use,8.0,23.0,30.0,57.0
201,2022-12-26,Multi-Unit,37.0,148.0,155.0,327.0
202,2022-12-26,Other,1.0,1.0,2.0,0.0
203,2022-12-26,Single-Family,477.0,1433.0,1193.0,1929.0
204,2022-12-26,Residential,653.0,2100.0,1826.0,3147.0
205,2022-12-26,Mixed-Use/Other,9.0,24.0,32.0,57.0
206,2023-03-28,Commercial,70.0,269.0,146.0,165.0
207,2023-03-28,Duplex,133.0,551.0,442.0,761.0
208,2023-03-28,Empty Lot,3901.0,2969.0,268.0,260.0
209,2023-03-28,Mixed-Use,8.0,31.0,27.0,46.0
210,2023-03-28,Multi-Unit,42.0,180.0,148.0,275.0
211,2023-03-28,Other,1.0,1.0,2.0,0.0
212,2023-03-28,Single-Family,437.0,1431.0,1135.0,1583.0
213,2023-03-28,Residential,612.0,2162.0,1725.0,2619.0
214,2023-03-28,Mixed-Use/Other,9.0,32.0,29.0,46.0
215,2023-04-22,Commercial,69.0,267.0,143.0,171.0
216,2023-04-22,Duplex,128.0,561.0,446.0,749.0
217,2023-04-22,Empty Lot,3966.0,2877.0,266.0,273.0
218,2023-04-22,Mixed-Use,7.0,31.0,26.0,47.0
219,2023-04-22,Multi-Unit,44.0,182.0,147.0,272.0
220,2023-04-22,Other,1.0,1.0,2.0,0.0
221,2023-04-22,Single-Family,430.0,1444.0,1133.0,1568.0
222,2023-04-22,Residential,602.0,2187.0,1726.0,2589.0
223,2023-04-22,Mixed-Use/Other,8.0,32.0,28.0,47.0
224,2023-05-02,Commercial,33.0,125.0,140.0,371.0
225,2023-05-02,Duplex,47.0,482.0,535.0,910.0
226,2023-05-02,Empty Lot,1279.0,4971.0,599.0,504.0
227,2023-05-02,Mixed-Use,4.0,13.0,28.0,67.0
228,2023-05-02,Multi-Unit,8.0,120.0,188.0,343.0
229,2023-05-02,Other,1.0,1.0,2.0,0.0
230,2023-05-02,Single-Family,177.0,1393.0,1363.0,1991.0
231,2023-05-02,Residential,232.0,1995.0,2086.0,3244.0
232,2023-05-02,Mixed-Use/Other,5.0,14.0,30.0,67.0
233,2023-11-01,Commercial,51.0,219.0,151.0,254.0
234,2023-11-01,Duplex,88.0,476.0,489.0,848.0
235,2023-11-01,Empty Lot,2173.0,4406.0,437.0,419.0
236,2023-11-01,Mixed-Use,7.0,28.0,20.0,63.0
237,2023-11-01,Multi-Unit,28.0,160.0,173.0,301.0
238,2023-11-01,Other,1.0,1.0,2.0,0.0
239,2023-11-01,Single-Family,332.0,1314.0,1195.0,1973.0
240,2023-11-01,Residential,448.0,1950.0,1857.0,3122.0
241,2023-11-01,Mixed-Use/Other,8.0,29.0,22.0,63.0
