,Date,Type,B_Zero,B_Low,B_Medium,B_High
330,2021-11-24,Multi-Unit,0,0,0.0,5.0
331,2021-11-24,Single-Family,0,0,0.0,16.0
332,2021-11-24,Residential,0,0,0.0,33.0
333,2021-11-24,Mixed-Use/Other,0,0,0.0,0.0
334,2021-11-24,Residential,0,0,0.0,33.0
335,2021-11-24,Mixed-Use/Other,0,0,0.0,0.0
336,2021-11-24,Residential,0,0,0.0,33.0
337,2021-11-24,Mixed-Use/Other,0,0,0.0,0.0
338,2021-11-24,Residential,0,0,0.0,33.0
339,2021-11-24,Mixed-Use/Other,0,0,0.0,0.0
340,2021-11-24,Residential,0,0,0.0,33.0
341,2021-11-24,Mixed-Use/Other,0,0,0.0,0.0
342,2021-11-24,Residential,0,0,0.0,33.0
343,2021-11-24,Mixed-Use/Other,0,0,0.0,0.0
344,2021-12-20,Commercial,0,0,0.0,1.0
345,2021-12-20,Duplex,0,0,0.0,12.0
346,2021-12-20,Empty Lot,0,0,0.0,81.0
347,2021-12-20,Multi-Unit,0,0,0.0,5.0
348,2021-12-20,Single-Family,0,0,0.0,16.0
349,2021-12-20,Residential,0,0,0.0,33.0
350,2021-12-20,Mixed-Use/Other,0,0,0.0,0.0
351,2021-12-20,Residential,0,0,0.0,33.0
352,2021-12-20,Mixed-Use/Other,0,0,0.0,0.0
353,2021-12-20,Residential,0,0,0.0,33.0
354,2021-12-20,Mixed-Use/Other,0,0,0.0,0.0
355,2021-12-20,Residential,0,0,0.0,33.0
356,2021-12-20,Mixed-Use/Other,0,0,0.0,0.0
357,2021-12-20,Residential,0,0,0.0,33.0
358,2021-12-20,Mixed-Use/Other,0,0,0.0,0.0
359,2021-12-20,Residential,0,0,0.0,33.0
360,2021-12-20,Mixed-Use/Other,0,0,0.0,0.0
361,2021-12-22,Commercial,0,0,0.0,1.0
362,2021-12-22,Duplex,0,0,0.0,13.0
363,2021-12-22,Empty Lot,0,0,0.0,78.0
364,2021-12-22,Multi-Unit,0,0,0.0,4.0
365,2021-12-22,Single-Family,0,0,0.0,15.0
366,2021-12-22,Residential,0,0,0.0,32.0
367,2021-12-22,Mixed-Use/Other,0,0,0.0,0.0
368,2021-12-22,Residential,0,0,0.0,32.0
369,2021-12-22,Mixed-Use/Other,0,0,0.0,0.0
370,2021-12-22,Residential,0,0,0.0,32.0
371,2021-12-22,Mixed-Use/Other,0,0,0.0,0.0
372,2021-12-22,Residential,0,0,0.0,32.0
373,2021-12-22,Mixed-Use/Other,0,0,0.0,0.0
374,2021-12-22,Residential,0,0,0.0,32.0
375,2021-12-22,Mixed-Use/Other,0,0,0.0,0.0
376,2021-12-22,Residential,0,0,0.0,32.0
377,2021-12-22,Mixed-Use/Other,0,0,0.0,0.0
378,2022-01-23,Commercial,0,0,0.0,1.0
379,2022-01-23,Duplex,0,0,0.0,13.0
380,2022-01-23,Empty Lot,0,0,0.0,78.0
381,2022-01-23,Multi-Unit,0,0,0.0,4.0
382,2022-01-23,Single-Family,0,0,0.0,15.0
383,2022-01-23,Residential,0,0,0.0,32.0
384,2022-01-23,Mixed-Use/Other,0,0,0.0,0.0
385,2022-01-23,Residential,0,0,0.0,32.0
386,2022-01-23,Mixed-Use/Other,0,0,0.0,0.0
387,2022-01-23,Residential,0,0,0.0,32.0
388,2022-01-23,Mixed-Use/Other,0,0,0.0,0.0
389,2022-01-23,Residential,0,0,0.0,32.0
390,2022-01-23,Mixed-Use/Other,0,0,0.0,0.0
391,2022-01-23,Residential,0,0,0.0,32.0
392,2022-01-23,Mixed-Use/Other,0,0,0.0,0.0
393,2022-01-23,Residential,0,0,0.0,32.0
394,2022-01-23,Mixed-Use/Other,0,0,0.0,0.0
395,2022-02-21,Commercial,0,0,0.0,1.0
396,2022-02-21,Duplex,0,0,0.0,12.0
397,2022-02-21,Empty Lot,0,0,0.0,78.0
398,2022-02-21,Multi-Unit,0,0,0.0,4.0
399,2022-02-21,Single-Family,0,0,0.0,15.0
400,2022-02-21,Residential,0,0,0.0,31.0
401,2022-02-21,Mixed-Use/Other,0,0,0.0,0.0
402,2022-02-21,Residential,0,0,0.0,31.0
403,2022-02-21,Mixed-Use/Other,0,0,0.0,0.0
404,2022-02-21,Residential,0,0,0.0,31.0
405,2022-02-21,Mixed-Use/Other,0,0,0.0,0.0
406,2022-02-21,Residential,0,0,0.0,31.0
407,2022-02-21,Mixed-Use/Other,0,0,0.0,0.0
408,2022-02-21,Residential,0,0,0.0,31.0
409,2022-02-21,Mixed-Use/Other,0,0,0.0,0.0
410,2022-02-21,Residential,0,0,0.0,31.0
411,2022-02-21,Mixed-Use/Other,0,0,0.0,0.0
412,2022-03-10,Commercial,0,0,0.0,1.0
413,2022-03-10,Duplex,0,0,0.0,12.0
414,2022-03-10,Empty Lot,0,0,0.0,78.0
415,2022-03-10,Multi-Unit,0,0,0.0,4.0
416,2022-03-10,Single-Family,0,0,0.0,15.0
417,2022-03-10,Residential,0,0,0.0,31.0
418,2022-03-10,Mixed-Use/Other,0,0,0.0,0.0
419,2022-03-10,Residential,0,0,0.0,31.0
420,2022-03-10,Mixed-Use/Other,0,0,0.0,0.0
421,2022-03-10,Residential,0,0,0.0,31.0
422,2022-03-10,Mixed-Use/Other,0,0,0.0,0.0
423,2022-03-10,Residential,0,0,0.0,31.0
424,2022-03-10,Mixed-Use/Other,0,0,0.0,0.0
425,2022-03-10,Residential,0,0,0.0,31.0
426,2022-03-10,Mixed-Use/Other,0,0,0.0,0.0
427,2022-03-10,Residential,0,0,0.0,31.0
428,2022-03-10,Mixed-Use/Other,0,0,0.0,0.0
429,2022-04-23,Commercial,0,0,0.0,1.0
430,2022-04-23,Duplex,0,0,0.0,12.0
431,2022-04-23,Empty Lot,0,0,0.0,79.0
432,2022-04-23,Multi-Unit,0,0,0.0,4.0
433,2022-04-23,Single-Family,0,0,0.0,14.0
434,2022-04-23,Residential,0,0,0.0,30.0
435,2022-04-23,Mixed-Use/Other,0,0,0.0,0.0
436,2022-04-23,Residential,0,0,0.0,30.0
437,2022-04-23,Mixed-Use/Other,0,0,0.0,0.0
438,2022-04-23,Residential,0,0,0.0,30.0
439,2022-04-23,Mixed-Use/Other,0,0,0.0,0.0
440,2022-04-23,Residential,0,0,0.0,30.0
441,2022-04-23,Mixed-Use/Other,0,0,0.0,0.0
442,2022-04-23,Residential,0,0,0.0,30.0
443,2022-04-23,Mixed-Use/Other,0,0,0.0,0.0
444,2022-04-23,Residential,0,0,0.0,30.0
445,2022-04-23,Mixed-Use/Other,0,0,0.0,0.0
446,2022-06-05,Commercial,0,0,0.0,1.0
447,2022-06-05,Duplex,0,0,0.0,12.0
448,2022-06-05,Empty Lot,0,0,0.0,79.0
449,2022-06-05,Multi-Unit,0,0,0.0,4.0
450,2022-06-05,Single-Family,0,0,0.0,14.0
451,2022-06-05,Residential,0,0,0.0,30.0
452,2022-06-05,Mixed-Use/Other,0,0,0.0,0.0
453,2022-06-05,Residential,0,0,0.0,30.0
454,2022-06-05,Mixed-Use/Other,0,0,0.0,0.0
455,2022-06-05,Residential,0,0,0.0,30.0
456,2022-06-05,Mixed-Use/Other,0,0,0.0,0.0
457,2022-06-05,Residential,0,0,0.0,30.0
458,2022-06-05,Mixed-Use/Other,0,0,0.0,0.0
459,2022-06-05,Residential,0,0,0.0,30.0
460,2022-06-05,Mixed-Use/Other,0,0,0.0,0.0
461,2022-06-05,Residential,0,0,0.0,30.0
462,2022-06-05,Mixed-Use/Other,0,0,0.0,0.0
463,2022-06-23,Commercial,0,0,0.0,1.0
464,2022-06-23,Duplex,0,0,0.0,12.0
465,2022-06-23,Empty Lot,0,0,0.0,79.0
466,2022-06-23,Multi-Unit,0,0,0.0,4.0
467,2022-06-23,Single-Family,0,0,0.0,14.0
468,2022-06-23,Residential,0,0,0.0,30.0
469,2022-06-23,Mixed-Use/Other,0,0,0.0,0.0
470,2022-06-23,Residential,0,0,0.0,30.0
471,2022-06-23,Mixed-Use/Other,0,0,0.0,0.0
472,2022-06-23,Residential,0,0,0.0,30.0
473,2022-06-23,Mixed-Use/Other,0,0,0.0,0.0
474,2022-06-23,Residential,0,0,0.0,30.0
475,2022-06-23,Mixed-Use/Other,0,0,0.0,0.0
476,2022-06-23,Residential,0,0,0.0,30.0
477,2022-06-23,Mixed-Use/Other,0,0,0.0,0.0
478,2022-06-23,Residential,0,0,0.0,30.0
479,2022-06-23,Mixed-Use/Other,0,0,0.0,0.0
480,2022-07-17,Commercial,0,0,0.0,1.0
481,2022-07-17,Duplex,0,0,0.0,12.0
482,2022-07-17,Empty Lot,0,0,0.0,79.0
483,2022-07-17,Multi-Unit,0,0,0.0,4.0
484,2022-07-17,Single-Family,0,0,0.0,14.0
485,2022-07-17,Residential,0,0,0.0,30.0
486,2022-07-17,Mixed-Use/Other,0,0,0.0,0.0
487,2022-07-17,Residential,0,0,0.0,30.0
488,2022-07-17,Mixed-Use/Other,0,0,0.0,0.0
489,2022-07-17,Residential,0,0,0.0,30.0
490,2022-07-17,Mixed-Use/Other,0,0,0.0,0.0
491,2022-07-17,Residential,0,0,0.0,30.0
492,2022-07-17,Mixed-Use/Other,0,0,0.0,0.0
493,2022-07-17,Residential,0,0,0.0,30.0
494,2022-07-17,Mixed-Use/Other,0,0,0.0,0.0
495,2022-07-17,Residential,0,0,0.0,30.0
496,2022-07-17,Mixed-Use/Other,0,0,0.0,0.0
497,2022-08-11,Commercial,0,0,0.0,1.0
498,2022-08-11,Duplex,0,0,0.0,10.0
